Score,Elapsed Time,Time (CST)
4,5.441263675689697,20:03:33
2,2.265287399291992,20:03:36
6,10.289429664611816,20:03:47
1,1.1658616065979004,20:03:48
1,1.1694459915161133,20:03:51
2,5.817919015884399,20:03:58
6,9.464421510696411,20:04:14
4,11.118886232376099,20:04:25
25,49.15346145629883,20:05:15
46,111.71301865577698,20:07:09
14,23.691670179367065,20:07:42
20,26.44814133644104,20:08:09
4,15.059554100036621,20:08:26
8,14.680222749710083,20:08:42
4,6.464513778686523,20:08:49
11,19.98285961151123,20:09:09
17,31.72414207458496,20:09:41
33,76.71245694160461,20:11:04
1,1.2634150981903076,20:13:19
7,13.849807739257812,20:13:40
3,6.347885847091675,20:13:48
5,9.818952560424805,20:13:58
1,1.8191063404083252,20:14:01
46,94.67547678947449,20:16:31
38,77.98856592178345,20:18:16
36,67.13018226623535,20:19:58
1,2.402010202407837,20:20:19
25,36.78539681434631,20:20:56
20,32.11948037147522,20:22:43
31,55.63863706588745,20:29:22
22,35.410400390625,20:30:06
6,7.811599016189575,20:30:17
2,5.558218479156494,20:30:23
41,79.35638475418091,20:31:43
1,2.33882999420166,20:32:35
15,20.80568027496338,20:35:34
23,40.233296394348145,20:36:14
25,40.705544233322144,20:36:56
6,10.408638715744019,20:37:09
10,12.59233045578003,20:37:22
14,33.97321081161499,20:37:57
10,14.2937490940094,20:38:13
6,9.305098533630371,20:38:23
10,16.28722620010376,20:38:39
36,66.77840948104858,20:39:47
1,1.2591478824615479,20:43:05
14,27.063639640808105,20:43:33
20,40.911157846450806,20:44:35
19,29.985769033432007,20:45:06
11,20.67088222503662,20:45:27
14,30.36683225631714,20:45:58
8,15.909444332122803,20:46:48
2,3.499140977859497,20:46:53
14,23.745348691940308,20:47:17
18,31.689291954040527,20:47:50
3,4.650139093399048,20:47:55
6,11.004781007766724,20:48:07
17,27.433313131332397,20:48:35
5,9.856185674667358,20:48:46
2,3.7602317333221436,20:48:51
22,42.99743056297302,20:49:34
16,29.076969146728516,22:45:12
20,42.257790327072144,22:45:56
20,54.825525999069214,22:46:52
1,1.1658861637115479,22:46:54
1,1.8767285346984863,22:46:57
1,0.9878666400909424,22:47:00
2,2.917227029800415,22:47:08
2,4.650038003921509,22:47:14
2,2.2632267475128174,22:47:17
1,0.13408923149108887,22:47:19
1,1.1646711826324463,22:47:21
1,1.9439706802368164,22:47:24
1,3.4188239574432373,22:47:28
2,2.0705459117889404,22:47:31
1,2.1361873149871826,22:47:34
2,3.429426670074463,22:47:38
1,0.13419222831726074,22:47:39
1,1.1638977527618408,22:47:42
2,2.138688802719116,22:47:45
1,0.13182616233825684,22:47:46
1,1.673109531402588,22:47:49
1,0.5862500667572021,22:47:50
2,3.040569543838501,22:47:56
1,1.7528066635131836,22:47:58
1,1.1687595844268799,22:48:00
2,4.191856861114502,22:48:05
3,7.493050813674927,22:48:14
13,20.54498839378357,22:48:35
2,2.136739492416382,22:48:38
3,5.380521059036255,22:48:44
6,7.950056076049805,22:48:53
4,7.64084792137146,22:49:01
2,3.945511817932129,22:49:06
22,46.129865884780884,22:49:53
4,6.2485129833221436,22:50:05
44,106.44671440124512,22:51:52
1,1.2119429111480713,22:51:54
3,3.36893892288208,22:51:59
21,46.335020780563354,22:52:46
3,4.9093310832977295,22:52:53
2,3.173508405685425,22:52:57
12,20.42873525619507,22:53:18
1,4.090586423873901,22:53:23
1,1.7457585334777832,22:53:25
21,33.72174572944641,22:54:00
19,38.161638259887695,22:54:39
15,34.30895256996155,22:55:14
18,33.23500633239746,22:55:48
7,13.325803279876709,22:56:03
20,40.80511164665222,22:56:44
1,1.8069889545440674,22:56:55
7,12.151915788650513,22:57:08
3,8.97134804725647,22:57:18
10,22.798600673675537,22:57:41
2,1.8707425594329834,22:57:44
15,40.9929358959198,22:58:26
3,8.906173944473267,22:58:35
6,11.203477144241333,22:58:47
1,3.165480375289917,22:58:51
2,2.3356845378875732,22:58:54
5,16.435012817382812,22:59:11
4,6.478163957595825,22:59:18
2,4.784215211868286,22:59:24
7,13.647162199020386,22:59:38
2,3.6359479427337646,22:59:42
3,8.80219054222107,22:59:52
1,1.1643707752227783,22:59:53
16,26.002002477645874,23:00:21
13,19.249170303344727,23:00:41
6,7.508581638336182,23:00:53
23,37.292973041534424,23:01:31
1,0.7832581996917725,23:01:33
16,25.890921592712402,23:01:59
23,43.206082344055176,23:02:43
3,2.9802377223968506,23:02:50
7,12.702275514602661,23:03:03
2,2.9158263206481934,23:03:07
20,42.65138840675354,23:03:50
8,11.119020700454712,23:05:12
19,27.283847093582153,23:05:59
1,1.7448885440826416,23:06:01
1,1.1743171215057373,23:06:11
3,4.393897771835327,23:06:16
1,1.2226579189300537,23:19:21
3,8.47567081451416,23:19:30
7,7.33471941947937,23:19:38
26,48.99867844581604,23:20:28
5,12.04008412361145,23:20:41
8,11.782638549804688,23:20:54
36,93.34399366378784,23:22:28
1,0.4587278366088867,23:23:06
7,9.765665531158447,23:23:31
16,30.83831238746643,00:41:05
39,96.32689666748047,00:42:43
12,23.732821941375732,00:43:26
6,9.569478511810303,00:43:37
11,18.422999620437622,00:43:56
4,8.163602828979492,00:44:05
21,39.18361282348633,00:44:45
2,3.6814701557159424,00:44:50
20,31.489227771759033,00:45:22
1,3.35741925239563,00:45:26
15,25.822880029678345,00:45:52
1,1.1641499996185303,00:45:58
7,15.134350538253784,00:46:14
1,1.1668989658355713,00:46:16
24,43.19028306007385,00:47:00
3,5.8199782371521,00:47:07
1,1.1690387725830078,00:47:09
10,19.26663327217102,00:47:29
9,24.56839871406555,00:47:54
1,1.0361485481262207,00:47:55
1,0.9739420413970947,00:47:57
6,8.283747911453247,00:48:06
15,27.959805727005005,00:48:34
18,32.60299873352051,00:49:08
46,102.2540717124939,00:50:51
11,15.928558588027954,00:51:23
12,22.581433057785034,00:51:46
11,16.371261596679688,00:52:03
21,38.158512353897095,00:52:42
3,2.9797253608703613,00:52:46
2,2.1352455615997314,00:52:50
5,7.1727094650268555,00:52:58
1,2.453566074371338,00:53:01
8,8.662871599197388,00:53:10
5,5.95008397102356,00:53:16
10,16.359779119491577,00:53:33
2,1.4186649322509766,00:53:35
12,21.79169797897339,00:53:58
16,28.89447593688965,00:54:28
1,2.072359323501587,00:54:31
29,58.31675052642822,00:55:29
16,26.040080070495605,00:55:56
1,1.229179859161377,00:55:58
17,25.11423087120056,01:06:02
14,22.64418864250183,01:06:25
29,56.733357191085815,01:07:23
10,16.490471839904785,01:07:40
1,2.268258810043335,01:07:43
29,42.16447353363037,01:09:38
2,2.0870237350463867,01:09:41
52,146.9788212776184,01:12:09
1,1.161116123199463,01:12:14
25,56.08591341972351,01:13:33
4,5.098628282546997,01:13:39
9,18.31225037574768,01:13:58
6,6.974038124084473,01:14:07
5,6.2702600955963135,01:14:14
19,48.99226927757263,01:15:04
1,1.1637318134307861,01:15:06
9,15.87961220741272,01:15:24
1,1.1620466709136963,01:15:26
27,54.677295207977295,01:16:30
24,57.77292537689209,01:17:29
3,7.51689076423645,01:17:37
2,3.421492338180542,01:17:42
6,11.45292592048645,01:17:54
24,44.499268531799316,01:18:39
3,4.272183895111084,01:18:45
17,31.14112663269043,01:19:17
1,1.169511079788208,01:19:19
1,1.2549901008605957,02:45:57
6,6.663211107254028,02:46:05
20,27.748912572860718,02:46:34
8,13.193979263305664,02:46:47
4,7.124389886856079,02:46:55
22,47.45284342765808,02:47:44
6,12.14683747291565,02:47:57
3,3.6117424964904785,02:48:03
11,23.019526720046997,02:48:27
5,12.552784204483032,02:48:40
3,5.693681955337524,02:48:46
7,17.84339690208435,02:49:05
4,5.695539951324463,02:49:11
17,42.590224266052246,02:49:54
10,18.631009578704834,02:50:13
1,0.3241558074951172,02:50:14
7,20.777940273284912,02:50:36
8,17.77019166946411,02:50:54
9,13.771116018295288,02:51:08
9,12.544326782226562,02:51:22
42,100.00401973724365,02:53:03
6,8.9478919506073,02:53:51
29,47.85896372795105,02:54:40
10,16.755436897277832,02:54:58
21,35.75988435745239,02:55:34
11,14.29445219039917,02:55:58
3,6.367202043533325,02:56:05
6,7.958917617797852,02:56:14
10,20.00696301460266,02:56:34
1,1.1648058891296387,02:56:37
26,60.55148506164551,02:57:40
18,34.820780754089355,02:58:29
3,8.685965776443481,02:58:39
4,6.428036451339722,02:58:46
8,11.744776010513306,02:58:59
2,3.380488872528076,02:59:03
18,31.82836675643921,02:59:36
5,10.907053470611572,02:59:47
21,46.912161111831665,03:00:35
3,5.9325151443481445,03:00:42
34,81.00844764709473,03:02:10
32,72.95817279815674,03:03:25
4,4.815119981765747,03:03:30
23,44.94949412345886,03:04:22
10,15.86393117904663,03:04:39
11,20.931408643722534,03:05:00
2,4.739797353744507,03:05:06
10,15.775439262390137,03:05:23
11,21.745314598083496,03:05:46
